1997-05-31,225600.0
1997-04-30,221600.0
1997-03-31,220100.0
1997-02-28,218200.0
1997-01-31,216000.0
1996-12-31,214100.0
1996-11-30,212600.0
1996-10-31,212600.0
1996-09-30,212800.0
1996-08-31,213500.0
1996-07-31,215000.0
1996-06-30,217200.0
1996-05-31,218600.0
1996-04-30,220200.0
